Global
40.3085741	-83.5437089
40.3085820	-83.5437148
40.3085898	-83.5437208
40.3085977	-83.5437268
40.3086055	-83.5437328
40.3086133	-83.5437389
40.3086210	-83.5437449
40.3086288	-83.5437511
40.3086366	-83.5437572
40.3086443	-83.5437634
40.3086520	-83.5437696
40.3086598	-83.5437758
40.3086675	-83.5437821
40.3086751	-83.5437884
40.3086828	-83.5437947
40.3086905	-83.5438011
40.3086981	-83.5438075
40.3087057	-83.5438139
40.3087134	-83.5438203
40.3087209	-83.5438268
40.3087285	-83.5438333
40.3087361	-83.5438398
40.3087437	-83.5438464
40.3087512	-83.5438530
40.3087587	-83.5438596
40.3087662	-83.5438662
40.3087737	-83.5438729
40.3087812	-83.5438796
40.3087887	-83.5438863
40.3087961	-83.5438931
40.3088036	-83.5438999
40.3088110	-83.5439067
40.3088184	-83.5439135
40.3088258	-83.5439204
40.3088331	-83.5439273
40.3088405	-83.5439343
40.3088478	-83.5439412
40.3088552	-83.5439482
40.3088625	-83.5439552
40.3088698	-83.5439623
40.3088771	-83.5439693
40.3088843	-83.5439764
40.3088916	-83.5439836
40.3088988	-83.5439907
40.3089060	-83.5439979
40.3089132	-83.5440051
40.3089204	-83.5440124
40.3089276	-83.5440196
40.3089347	-83.5440269
40.3089418	-83.5440342
40.3089490	-83.5440416
40.3089561	-83.5440490
40.3089631	-83.5440564
40.3089702	-83.5440638
40.3089773	-83.5440713
40.3089843	-83.5440787
40.3089913	-83.5440863
40.3089983	-83.5440938
40.3090053	-83.5441014
40.3090123	-83.5441089
40.3090123	-83.5441089
40.3090191	-83.5441165
40.3090258	-83.5441243
40.3090323	-83.5441322
40.3090388	-83.5441403
40.3090452	-83.5441485
40.3090514	-83.5441569
40.3090576	-83.5441654
40.3090636	-83.5441740
40.3090695	-83.5441828
40.3090753	-83.5441918
40.3090809	-83.5442009
40.3090864	-83.5442101
40.3090918	-83.5442194
40.3090971	-83.5442289
40.3091022	-83.5442384
40.3091072	-83.5442481
40.3091121	-83.5442580
40.3091168	-83.5442679
40.3091214	-83.5442779
40.3091258	-83.5442881
40.3091301	-83.5442983
40.3091343	-83.5443087
40.3091383	-83.5443191
40.3091422	-83.5443297
40.3091459	-83.5443403
40.3091495	-83.5443510
40.3091529	-83.5443618
40.3091562	-83.5443727
40.3091593	-83.5443837
40.3091623	-83.5443947
40.3091651	-83.5444058
40.3091678	-83.5444170
40.3091703	-83.5444282
40.3091726	-83.5444395
40.3091748	-83.5444508
40.3091769	-83.5444622
40.3091787	-83.5444736
40.3091805	-83.5444851
40.3091820	-83.5444966
40.3091834	-83.5445082
40.3091847	-83.5445198
40.3091858	-83.5445314
40.3091867	-83.5445430
40.3091874	-83.5445546
40.3091880	-83.5445663
40.3091885	-83.5445780
40.3091885	-83.5445780
40.3091881	-83.5445898
40.3091875	-83.5446015
40.3091869	-83.5446132
40.3091862	-83.5446250
40.3091853	-83.5446367
40.3091843	-83.5446484
40.3091833	-83.5446601
40.3091821	-83.5446717
40.3091808	-83.5446834
40.3091794	-83.5446950
40.3091778	-83.5447066
40.3091762	-83.5447182
40.3091745	-83.5447297
40.3091726	-83.5447412
40.3091707	-83.5447527
40.3091686	-83.5447642
40.3091664	-83.5447756
40.3091641	-83.5447870
40.3091617	-83.5447983
40.3091592	-83.5448096
40.3091566	-83.5448209
40.3091539	-83.5448321
40.3091511	-83.5448433
40.3091482	-83.5448544
40.3091451	-83.5448655
40.3091420	-83.5448765
40.3091388	-83.5448875
40.3091354	-83.5448984
40.3091320	-83.5449093
40.3091284	-83.5449201
40.3091248	-83.5449309
40.3091210	-83.5449416
40.3091172	-83.5449522
40.3091132	-83.5449628
40.3091091	-83.5449733
40.3091050	-83.5449837
40.3091007	-83.5449941
40.3090964	-83.5450044
40.3090919	-83.5450146
40.3090874	-83.5450248
40.3090827	-83.5450349
40.3090780	-83.5450449
40.3090732	-83.5450548
40.3090682	-83.5450647
40.3090632	-83.5450744
40.3090581	-83.5450841
40.3090529	-83.5450937
40.3090476	-83.5451033
40.3090422	-83.5451127
40.3090422	-83.5451127
40.3090378	-83.5451228
40.3090334	-83.5451329
40.3090291	-83.5451430
40.3090247	-83.5451531
40.3090204	-83.5451633
40.3090160	-83.5451734
40.3090117	-83.5451836
